SMILES,chembl_cyp3a4_pchembl
C=C(C)C(O)/C=C/c1ccc(C)cc1,5.4
C=C(C)C(O)/C=C/c1ccc(OC)cc1,5.3
C=C(C)C(O)/C=C/c1cccc(OC)c1,5.4
C=C(C)C(O)/C=C/c1ccccc1OC,5.6
C=C(C)C1CC=C(C)/C(=N/NC(=O)c2ccc(NC(=O)c3cccc(C)c3)cc2)C1,4.9
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,5.2
C=C(C)CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@]3(O)[C@@H]1C5,4.5
C=C(C)COc1ccc(-c2[nH]nc(C)c2-c2ccc(OC)cc2)c(O)c1,5.0
C=C(C)N1c2ccccc2SC1c1cc(OC)ccc1OCCCN(C)CCOc1ccc2c(c1)OCO2,6.6
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,6.0
C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C.CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C,4.9
C=C(C)[C@H]1C2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,4.9
C=C(C)[C@H]1CC=C(C)/C(=N/NC(=O)CNc2ccccc2OC)C1,5.0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,4.8
C=C(C)[C@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,4.6
C=C(C)[C@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C,5.0
C=C(C)[C@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C.CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,4.8
C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,4.5
C=C(C)c1cccc(C(C)(C)NC(=O)Nc2cc(C)ccc2OC)c1,5.0
C=C(CC(=O)OC)C[C@]1(CC(=O)OC)CC2(CC=C(C)C)C(=O)C(C(=O)c3ccccc3)=C(OC(=O)c3ccc(Br)cc3)C(CC=C(C)C)(C1)C2=O,5.5
C=C(CC1(C(C)NP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,5.4
C=C(CC1(CNP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,5.4
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCCC)CC1)c1cccc(OC)c1,5.6
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCCC)CC1)c1ccccc1,5.8
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCN(C(=O)OCC)S(=O)(=O)c2ccc(C)cc2)CC1)c1ccccc1,5.8
C=C(CO)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.5
C=C(Cl)CSC(=S)N(CC)CC,5.0
C=C(N(C)C)[C@]1(C)C[C@H]1[C@H](NC(=O)CNC(=O)OCc1ccccc1)c1ccccc1,5.1
C=C/C1=C/Cc2ccccc2C(C[N+](=O)[O-])C(C(=O)OC)(C(=O)OC)C1,5.5
C=C1C(=O)C=C2CN(C(=O)c3ccccc3)[C@@](Cc3ccc(F)cc3)(C(=O)OC)[C@@H]12,5.1
C=C1C(=O)C=C2CN(C(=O)c3ccccc3)[C@@](Cc3ccc(OC)cc3)(C(=O)OC)[C@@H]12,5.8
C=C1C(=O)OC2C1CC/C(C)=C/CCC1(C)OC21,4.6
C=C1C(=O)OC2C[C@@]3(C)CCCC(=C)[C@@H]3CC12,5.0
C=C1C(=O)OC2C[C@@]3(C)CCCC(C)C3=CC12,5.1
C=C1C(=O)O[C@@H]2C3OC3(C)CCC=C(C)CC[C@@H]12,4.5
C=C1C(=O)O[C@@H]2[C@@H]1CC/C(C)=C\CC[C@@]1(C)O[C@H]21,4.800000000000001
C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,5.0
C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@@]3(OCCC(=O)O)OC2,7.155
C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@@]3(OCc1cncs1)OC2,8.355
C=C1C(C2(C)C=CC(=O)C(C)(C)C2CC(=O)OC)CC[C@@]2(C)C(c3ccoc3)OC(=O)C3OC132,5.6
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,5.3
C=C1C(O)(c2ccccc2)C2CC[N+]1(C)CC2.[Cl-],5.5
C=C1C([C@@]2(C)C(OC(C)=O)CC(=O)O[C@@](C)(COC(C)=O)C2CC(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)[C@]2(C)C(c3ccoc3)CC(=O)C12O,5.0
C=C1C([C@@]2(C)C(OC(C)=O)CC(=O)O[C@@](C)(COC(C)=O)C2CC(=O)OC)C(OC=O)C(OC(=O)C(OC(C)=O)C(C)CC)[C@]2(C)C(c3ccoc3)CC(=O)C12O,4.9
C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@@H]23,4.8
C=C1C/C(=C\C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(C)O)[C@H]23,4.9
C=C1C2=CC(=O)OC(c3ccoc3)[C@]2(C)CCC1[C@]1(C)C=CC(=O)C(C)(C)C1CC(=O)OC,5.4
C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@]12C,5.6
C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(=O)C(C)(C)C(C(OC(C)=O)C(=O)OC)[C@@]12C,6.0
C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(=O)C(C)(C)C(CC(=O)OC)[C@]12C,5.3
C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(O)C(C)(C)C(CC(=O)OC)[C@@]12C,5.0
C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(OC(C)=O)C(C)(C)C(CC(=O)OC)[C@@]12C,5.9
C=C1CC2OC2(C)CCC2[C@@H]1CC2(C)C,4.6
C=C1CCC(=O)C(C)CCC2C1CC2(C)C,4.6
C=C1CCC(O)C/C1=C\C=C1/CCCC2(C)C1CCC2C(C)/C=C/C(C)C(C)C,4.5
C=C1CCC(O)C/C1=C\C=C1/CCCC2(C)C1CCC2C(C)CCCC(C)C,4.5
C=C1CCC(OC(C)=O)/C(C)=C/CC2[C@H]1CC2(C)C,4.5
C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1\C(=O)OCC1O,4.8
C=C1CCC2C(CC2(C)C)C(=C)CC/C1=N/O,4.5
C=C1CCC2C(CC2(C)C)C(=O)CCC1O,5.7
C=C1CCC2[C@](C)(CO)C(O)CC[C@]2(C)C1C/C=C1/C(=O)OCC1O,4.6
C=C1CC[C@@H]2O[C@@]2(C)CC[C@H]2[C@H]1CC2(C)C,4.4
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,4.5
C=C1[C@@H](C)[C@H]2[C@@H](Cc3ccccc3)NC(=O)[C@]23[C@H](/C=C/C[C@H](C)C(=O)[C@@](C)(O)/C=C/[C@H]3OC(C)=O)[C@@H]1O,4.8
C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,5.21
C=CC(=O)N1CCC(Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)CC1,5.5
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(C)c(OC)c4)nn32)CC1,4.525
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,4.529999999999999
C=CC(=O)N1CCCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cccc(C)c32)C1,5.46
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,4.43
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,4.675
C=CC(=O)NC(C)(C)Cc1ccccc1,4.8
C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,4.88
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,4.62
C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,5.16
C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,5.52
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,5.1
C=CC(=O)OCCCCCCOC(=O)C=C,4.6
C=CC(=O)c1ccc2ccccc2c1,4.6
C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(O)=C(c2c[nH]c3c(CC=C(C)C)cccc23)C(=O)C1=O,4.6
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,4.4
C=CC(C1=CC(=O)C(OC)=C(OC)C1=O)c1ccccc1,4.8
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1,4.6
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(OC)cc1,4.6
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1,4.7
C=CC(C1=CC(=O)C=CC1=O)c1ccccc1,4.5
C=CC/N=C1\CC(C)(C)CC(O)=C1C(=O)c1ccccc1,4.6
C=CC1=C(C)C2=NC/1=C\C1=[N+]3[Zn-2][N+]4=C(/C=C5N=C(/C=C3/C(CCC(=O)O)=C1C)C(CCC(=O)O)=C\5C)C(C)=C(C=C)/C4=C/2,4.5
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,4.6
C=CC1C[N@]2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12,5.1
C=CCC(C)(NCc1ccccc1)c1ccco1.Cl,4.8
C=CCC(NCc1ccco1)c1ccc(OC)cc1,4.65
C=CCC(O)CC1C2C(CC(O)CC=C)C3C1C3C2OC(C)(C)C,5.8
C=CCC(OC)[C@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,5.52
C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],4.9
C=CCC1(C)OC=Cc2nc3cc(Cl)c(Cl)cc3nc21,5.4
C=CCC1C=CC(Oc2ccc(F)cc2C)C(CO)O1,5.4
C=CCC1C=CC(Oc2ccc(OC)cc2)C(CO)O1,5.4
C=CCC1C=CC(Oc2ccc(OC)cc2)C(COC(=O)c2ccc(Br)cc2)O1,5.5
C=CCCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3)n2)s1,5.0
C=CCCC/C=C(/C)C(OCc1ccc(OC)cc1)C(CC/C=C(\C)C(N)=O)OC,5.4
C=CCCCCCCCCC(=O)Nc1cnc(O)nc1O,5.0
C=CCCCCCCCCCCC/C=C/C(O)COC(C)=O,4.4
C=CCCCCCCCCCCCC(O)CC(O)COC(C)=O,4.4
C=CCN(CC=C)C(=O)C(=O)c1cc(C)n(-c2ccc([N+](=O)[O-])cc2)c1C,5.55
C=CCN(CC=C)C(=S)NC(=O)c1ccc(OC)c(Br)c1,6.05
C=CCN(CC=C)CC(O)Cn1c2ccccc2c2ccccc21,4.55
C=CCN1C(=O)C(CC(=O)Nc2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,5.25
C=CCN1C(=O)c2ccccc2Sc2ccc(C(=O)N3CCC4(CC3)OCCO4)cc21,5.4
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(-c5ccc(S(C)(=O)=O)cc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.0
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(CCO)cc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.13
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCC7(CCN(CC)C7)C6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.41
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCC7CCCN7C6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.34
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(C(C)C)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.21
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(C)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.12
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(CC)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.24
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCNCC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.56
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCOCC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,4.68
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(NCC(O)CO)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.59
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(NCCN(CC)CC)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.34
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(NCCN6CCC(O)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.24
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(OC)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.67
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc6c(c5)OCCO6)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,5.58
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)N6CCN(S(C)(=O)=O)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.19
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N(CCN(CC)CC)CCN(CC)CC)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.27
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCC(N7CCCC7)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.4
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCC(N7CCCCC7)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.62
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCC(O)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.16
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(C(C)(C)C)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.38
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(C7CC7)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.16
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(CCC)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.16
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(CCO)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.22
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(Cc7ccc(OC)cc7)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,4.67
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(c7ccc(C(F)(F)F)cc7)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,4.63
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(NC6CC(C)(C)N(C)C(C)(C)C6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.15
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(NCC(C)(C)C)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.62
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(NCCCN6CCCC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.59
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(NCCN(C(C)C)C(C)C)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.39
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(NCCN6CCCCC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.6
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)Nc5ccc(NCCN6CCOCC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,5.63
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C#N)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.03
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)N(C)C)o5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.47
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)N6CCN(C)CC6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.19
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)N6CCN(S(C)(=O)=O)CC6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.16
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)N6CCSCC6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.75
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)NN6CCN(C)CC6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.6
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)NNC(C)(C)C)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.47
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6ccc(N)cc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.62
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6ccc(N7CCN(C)CC7)cc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.15
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6ccc(OC)cc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.71
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6cccc(C(N)=O)c6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.8
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6cccc(O)c6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.09
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6cccc(OC(C)C)c6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.86
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6cccc(OC)c6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.18
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6cccc(OCc7ccccc7)c6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.76
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)Nc6ccccc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.12
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(C(=O)OC)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.42
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)CCCCCCC)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.66
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)CCCNCCC(C)=O)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.56
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)N6CCN(S(C)(=O)=O)CC6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.19
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)N6CCOCC6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.66
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)N6CCOCC6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.99
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)NC6CCCC6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.11
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)NC6CCN(C)CC6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.54
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)NCC(C)(C)C)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.66
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)NCCc6ccccc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.98
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)NCc6ccccc6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,4.69
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)Nc6ccc(OC)cc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.02
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)Nc6cnccn6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.34
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)Nc6ncccn6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.07
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)c6ccc(CN(CC)CC)cc6)cc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.65
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5cccc(C(=O)Nc6ccccc6)c5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.67
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5cnc(N(C)C)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.19
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5cnc6ccccc6c5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.68
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)N(C)C)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,5.5
